gate_index,gate_type,rotation_angle,gate_importance
76,rz,0.03415642492027657,0.00029162710884189647
77,ry,0.6651504621935138,0.10658563084651973
78,rx,1.230020038401531,0.33289057945582445
79,rz,0.0036357114969531273,5.480884388640501
80,rx,0.00165249073739317,6.165782023657922
81,ry,1.1524549191485154,0.29542084294869864
82,rx,0.737967131166599,0.13008111451487303
83,rx,1.3879092228980316,0.40906535884955764
90,ry,0.6589552139994952,0.09642943426002837
91,rz,1.5597505958646192,0.4923865882425843
92,ry,0.02436927442638139,0.00014311084490481463
93,rx,0.03693523829278605,0.00033981960700046887
94,ry,0.6866881307910981,0.11332504452084013
95,rz,1.5515907437040908,0.4894327542237684
96,ry,1.166055895543451,0.3031099115796271
97,rz,0.877923460696093,0.180224612132741
98,ry,0.6067498984583303,0.08924720180710433
99,rz,1.0173531175334054,0.23719007238793732
100,rz,0.006071504510539631,5.03649573590983
101,rx,0.016443182093374083,4.170098044202605
108,rz,0.7966160782643259,0.15043263646906357
109,rx,0.005450265280797148,5.129230523672443
110,rz,0.6450098387662043,0.10045213804454778
111,ry,0.5589931010891357,0.0760990121773214
112,ry,0.017163914726156616,4.1348859111092775
113,ry,0.029598451035104684,0.00021827799006834958
114,ry,1.3030198494014882,0.3677060936439335
115,rx,0.028124837562354385,0.0001969273330888477
116,ry,1.4689288785083074,0.4491543198367761
117,rz,1.320599135569447,0.3762022462877873
118,ry,1.487791549228969,0.4585452519476375
119,rz,1.1739254149704008,0.30672480969475246
126,rz,0.03306699235943607,0.0002733274694939336
127,rx,1.3916800621487866,0.41091549249585546
128,ry,0.5933716858188556,0.08390513278907863
129,rx,0.9459475507707171,0.2061411141337881
130,rz,0.6392076320474168,0.09869038979716682
131,ry,0.02640873330947637,0.00017348488325363842
132,ry,1.2016012125478912,0.3195664240165972
133,ry,1.4486476660015999,0.43891286780733685
134,ry,0.5426405669753559,0.07182594640388063
135,rx,1.447844897121918,0.43867905675007146
136,rx,0.028672136531427413,0.00020548084349392148
137,rz,0.962731693291215,0.2143333275417304
144,rx,0.041067019647164665,0.0004188783185640199
145,ry,0.03675960755336028,0.0003377240249737845
146,ry,1.0999487213574128,0.2731785665023343
147,rx,1.2477161533111742,0.3371235079269801
148,rx,1.529278780963705,0.4782391963963931
149,rx,0.038285585634148384,0.00036640108867147525
150,rx,0.020957171994018964,0.0001097926359155954
151,rz,0.8399704929197713,0.16558343850664015
152,rx,0.6706002355319273,0.10798845524538014
153,rz,1.2326928858193658,0.3338570262313292
154,rz,1.5652356872519673,0.49687418458596533
155,rz,0.022627135296127643,0.00012797544677245476
162,rx,1.052756153190851,0.2523439811904339
163,rx,0.007928581032790736,4.807456618856291
164,rx,0.004670886256805348,5.263272433089883
165,rx,1.2443928858795719,0.33556779142143955
166,rz,1.2556600370812967,0.34478906823482713
167,rx,0.03768973194806133,0.00035508628804070685
168,rx,1.1868372780252021,0.3127025386974496
169,rx,1.2841210450431886,0.3586167945055476
170,rx,0.8576238248367674,0.17286947907265338
171,rz,0.8368877982060068,0.16330166384612133
172,rz,1.4000288227135864,0.4147422321412856
173,rz,0.5279485835902127,0.06800577067613633
180,rx,0.7944033807938131,0.1496051155117848
181,rz,0.026185807237105025,0.00017141189818004055
182,rx,1.2192575371221532,0.3278208248815624
183,ry,0.8896095346534487,0.18506173495898048
184,ry,1.4686754984452404,0.44900113988373336
185,rz,0.6629129459204071,0.10579371013653749
186,ry,0.004351493355425822,5.324904544618483
187,ry,1.1202968724847606,0.2822746919326502
188,rx,0.619759933151568,0.0929844101234153
189,rx,0.6773596014538769,0.11010424330181345
190,ry,0.6865086280561726,0.11316612616673949
191,ry,0.5427762054764961,0.07150639396423208
198,ry,1.3626636580852973,0.39662835386562856
199,rz,0.010305070422092832,4.576033613650631
200,ry,0.986298240729187,0.22409258267258536
201,ry,1.1552861592951937,0.2979021080919889
202,rx,0.028941485386168482,0.00020924570224956085
203,rx,1.5634820837777696,0.49536909788298544
204,rx,1.5169671728468046,0.4730719456336152
205,rx,0.00839871683274136,4.753777403839385
206,ry,1.4682144444845635,0.4486050795484676
207,rx,0.94481452578889,0.20652702927515554
208,rx,1.0152587661106527,0.23629537134513012
209,rz,0.019766166065447358,4.010304259883819
216,ry,0.5733186066168607,0.0799279158257522
217,rx,0.01241499704488241,4.414590091291308
218,ry,1.4366009266113557,0.4329644125298395
219,rz,0.8430198291237911,0.16735107570002017
220,ry,1.080336597582352,0.26436741136043107
221,rx,0.8186045984422963,0.1583358169535508
222,rx,0.8816140089598659,0.18203664544042208
223,rx,1.4975986744260408,0.4633451885793052
224,rx,0.027215431020654157,0.0001851579265865766
225,rz,0.9621338493692047,0.21398878322040882
226,rx,1.3830489741844223,0.4066689633583682
227,rz,1.293495225223813,0.36305686302149653
234,rz,1.061798662457413,0.256342556887034
235,ry,1.164215257740199,0.30218368971393883
236,rz,1.4850718436485337,0.45702309281968545
237,ry,1.556438795396128,0.49268594839281554
238,rz,1.468569046131553,0.4472950876698084
239,rx,0.03950264731901949,0.00038995620960913246
240,rx,1.1685986245497766,0.30427112117942223
241,ry,1.0395086034501597,0.24665025683823616
242,ry,1.0452978662912882,0.24917720038988866
243,rx,1.5395509353319046,0.4843740147448752
244,rx,0.03243477612131643,0.00026275252268914695
245,rx,0.019635771546376992,4.016110251427569
252,ry,0.015475373672910225,4.22280434652157
253,rx,1.3862195169889349,0.40818737879280476
254,rx,0.7240333834632573,0.1254214045795421
255,ry,0.04751510275938148,0.0005636795806447381
256,rz,0.9608411118478762,0.21354637721858427
257,rz,0.03269062997455299,0.0002671341071365241
258,ry,1.5681591842170484,0.49813530377942405
259,rx,1.0744640127165024,0.26188945432557076
260,rx,1.3094905872023448,0.3707508602811679
261,ry,0.9057992478211248,0.1914672999932655
262,rz,0.0488830284239739,0.0005970756391017185
263,rx,1.5164964332537245,0.4726657241838972
270,rx,1.4300880870760413,0.42987779745629495
271,ry,0.0067298852644522,4.946048083444223
272,rz,1.0115904729700043,0.23474334276070608
273,rz,1.104717544952455,0.275244000590411
274,rx,1.2548859992617958,0.34454378192668056
275,rz,0.6851643329034437,0.11283398486099061
276,ry,0.6611705758446046,0.10536283696804649
277,ry,1.0510513783114042,0.251572033750071
278,rx,1.1894163688025887,0.31389767691976667
279,rz,0.019721736570885155,4.012325724851285
280,ry,1.5272709510180835,0.4781397383344712
281,ry,1.2758411672818424,0.35452710436701707
288,ry,0.5838424022179214,0.08281177338074963
289,rz,1.421994074139592,0.4258430220274273
290,ry,1.4676642440166585,0.4479083258028004
291,rz,0.015708722917547182,4.209885941481372
292,rz,1.0593031702677829,0.25523900707302183
293,rx,1.4361239205689351,0.43236712060933014
294,rz,0.019701721445486448,4.013075714493927
295,ry,1.5309656549270945,0.4799587274637508
296,ry,1.2701531190443607,0.35191337380271337
297,rz,1.0688304627181933,0.25934030232446825
298,ry,0.005136997055648889,5.1806621213924435
299,ry,0.002474480567334881,5.815113884785532
306,ry,0.0301863522312402,0.0002277836661169763
307,ry,1.4085496506353845,0.41922649451247684
308,ry,0.012782461808734179,4.388852972345152
309,ry,1.5689187147178347,0.49836594575439297
310,rz,0.8805664740591101,0.18162778758497689
311,rx,1.3300992452994,0.38037026531792817
312,ry,1.504607586578992,0.4669272007791042
313,ry,1.1229321895972186,0.28347898495690893
314,rz,1.1852988698234523,0.31198119045288764
315,rx,0.6244603991541715,0.0943420079200662
316,ry,0.029057771144126086,0.00021106766035028368
317,rx,0.586584290251579,0.08357967303792813
324,rz,0.7916394795947999,0.14865727331642764
325,rz,1.4672341197214698,0.44792385198685025
326,rx,0.9933754481750312,0.22701942811704368
327,ry,0.796397741059661,0.15033301433918222
328,ry,1.0045598329671979,0.2316096040818023
329,rz,1.1715981282895123,0.30565990039851176
330,rx,0.9483883219488147,0.2084982502750391
331,rz,0.7945474859945982,0.1496850266294384
332,rx,0.7963190505583426,0.150327279587547
333,rx,1.5090137969553543,0.46898934374295564
334,ry,0.8953353610906729,0.18729154041665907
335,rz,0.9532053683892006,0.21041474739690325
342,ry,1.1551829548851646,0.29811467821285653
343,rx,0.7283195773874832,0.1268379575355495
344,rz,0.003900943046677334,5.41972445311605
345,rx,0.9658894792249304,0.2156410485004312
346,ry,1.2280028640787597,0.3319207289904721
347,rz,1.2242749282728629,0.3301528401133531
348,rz,0.036658082065956867,0.000335912736508015
349,rz,1.1511397220888862,0.29605065384655194
350,rx,0.9789046381824782,0.22101166604295197
351,ry,0.7530079457938228,0.13517908866458228
352,ry,1.0462653247800775,0.2493984580230576
353,rz,1.3116447686192507,0.3718380274578399
360,rz,0.8928288375218637,0.18633633320514276
361,rx,0.005339959921227036,5.146986408914226
362,rz,1.203229425269259,0.3202526319597053
363,rx,1.3043013901021718,0.36819220826062526
364,rz,0.7912420034327694,0.14851833834135542
365,ry,0.7801125175586396,0.1445826014344621
366,rz,0.9847598445737276,0.22345496213339433
367,ry,0.03389567454405451,0.0002871639330100928
368,ry,1.394878035122526,0.41207027641908534
369,ry,1.0155449923026802,0.23642155321351954
370,ry,1.3962428567391463,0.412742908191743
371,ry,0.0037460046531322664,5.454961419977159
378,rz,1.4937360759814635,0.4613643506027155
379,rz,0.02372601042100395,0.0001407042603155384
380,rz,0.9144413532670106,0.19483810947890268
381,ry,0.013894226136825429,4.316465550654017
382,rx,0.007827461501827608,4.815091480068186
383,rz,1.442345845199478,0.43595122787593166
384,rz,1.2566862284572031,0.3454941166917014
385,rz,0.7044733147186428,0.11901504729215184
386,ry,0.04218143677499222,0.0004447463254199091
387,rx,1.3687704331104587,0.3996116277035353
388,rx,0.7372922357637148,0.12983816219338695
389,ry,0.035228414862031196,0.0003100964972335696
396,rz,1.030177769559543,0.24261411625187745
397,rx,1.304060267467979,0.368097037800762
398,rx,1.3665136125321886,0.39846012223429617
399,rx,0.6316931399061598,0.096482196741972
400,ry,0.911612407436288,0.1937520563973092
401,rx,0.6736048347076534,0.10920952552350738
402,rx,0.5543097820375292,0.07486802656902458
403,ry,0.786981526056771,0.14700659301331964
404,rx,0.6855397040754564,0.11292495590151574
405,ry,0.03234115725134849,0.00026145416906153685
406,ry,0.8315771427554314,0.163141146531261
407,rz,0.048892473917301144,0.0005974988667424297
414,ry,1.4181244950389742,0.423495414342995
415,rz,1.371949316190256,0.4010475586910849
416,rx,0.03286208143435297,0.0002699528470653245
417,rx,0.8337274762504536,0.1639340284447699
418,rx,0.6622397077329412,0.10569129558238544
419,rx,1.0016098231367363,0.23052342170247664
420,rx,0.012254992655075164,4.425502200701667
421,rz,1.106230464127071,0.27581445051701414
422,rz,1.3702276631317118,0.4001647168899328
423,rx,0.5721528527881354,0.07957690230010916
424,rz,1.0399191795627254,0.24683948232526676
425,rx,1.088191073548347,0.2679501201184701
432,ry,0.01739651301164536,4.121680909469895
433,rz,0.028566461334667764,0.00020390384168700315
434,rx,0.679172323432874,0.1109527510113606
435,ry,0.7364353194275718,0.1295606887008739
436,ry,0.0016959846911856152,6.143216241653937
437,rx,0.5543056464069952,0.07480083651308878
438,rx,1.1885616523237919,0.313457206676545
439,rz,1.3330465613993,0.38200890844110835
440,rz,0.8047344642242404,0.15330725954413726
441,rx,0.04210867813035183,0.00044317412825745084
442,rx,0.0058697732390607625,5.0648884823020115
443,rz,0.04029705727307341,0.00040543606838561175
450,rz,1.4712201075199904,0.4502927110992404
451,rx,0.6524994045926149,0.10271195815710632
452,ry,1.4553456657531385,0.44205770880038275
453,rz,1.2713263722469477,0.3522331368961047
454,rx,1.1900059791408615,0.31401721670769256
455,rz,0.03129502998379046,0.0002444811317366957
456,ry,0.00748212891172657,4.854016395506995
457,rx,0.9524313039889752,0.21007336510002483
458,rx,0.8932613214526971,0.1865262399264801
459,rz,0.01603238577688678,4.192185568102239
460,rz,1.4135274438159686,0.4216312725675535
461,rz,1.5113234257122812,0.4702637100441448
468,rz,1.4560178669381552,0.4426919001869234
469,rx,0.6748096601943822,0.10958257208384459
470,ry,1.299964860927442,0.3660893703749212
471,ry,1.0771670392959163,0.26308629076007695
472,rx,0.6619342400594952,0.10554527358800136
473,rz,0.6226444472547554,0.09369876109985564
474,rx,0.0245510333002073,0.0001506694125911201
475,rz,0.04940681176624676,0.0006100247941024373
476,rz,0.56201688910293,0.07687699656320479
477,rx,1.3716057583397667,0.40079860414228696
478,ry,1.2691509248291002,0.3513487743459752
479,rx,1.4660224560259905,0.4477043563352443
486,ry,1.0898487696799286,0.2686663165156392
487,rx,0.012702732390678116,4.3942893197695865
488,ry,1.2105866353024655,0.3236783905207966
489,ry,1.1956973257956944,0.3167831747881249
490,rz,0.9113011902722479,0.19362037713948543
491,ry,1.1839624564140332,0.31136636063214607
492,rx,0.02587110695876766,0.00016728654428344036
493,rx,0.534230439849784,0.06966818108050543
494,ry,1.1667933249877842,0.3034318786404554
495,rz,0.9408897090315242,0.2054519758976604
496,ry,0.7992256499323884,0.15136029241911575
497,rx,1.510095871255975,0.46966368324471397
504,ry,1.3630929258767934,0.3968604094843161
505,rx,1.1748093684323915,0.3071217228781238
506,ry,1.2723289638154758,0.3529634892405844
507,rz,0.027567482188345403,0.00018985299978568904
508,rx,1.207209008049774,0.32215951145889077
509,rx,1.5248263780457432,0.4769907427827367
510,rx,0.9618500369002703,0.21395648434172665
511,rx,1.4510141444910518,0.440236634089895
512,ry,1.331087062384516,0.38128970749272595
513,rx,1.1763722060762292,0.30786168755565047
514,ry,1.3980734022336425,0.41397958920327027
515,rz,0.9148870285731597,0.19504039468069523
522,rz,1.4880840363638783,0.4585236486867532
523,ry,0.6939592370763181,0.11555270634684112
524,ry,0.004257023985798757,5.343868608423587
525,rx,0.03377830553693903,0.0002852070354001368
526,rz,0.03151193950401573,0.0002482068158344841
527,ry,0.7229602761620653,0.12499198544210477
528,ry,0.0013158355466049336,6.363689295797939
529,rz,1.5409293106459518,0.4849952288155196
530,rz,1.310677683120864,0.37113290783624175
531,ry,0.6687995913066069,0.10771184705329384
532,ry,0.038863365403394794,0.0003775257816422961
533,rx,0.020355956925977504,0.00010356543880873925
534,rz,0.005267370866495165,5.158913836167093
535,rz,0.006290573114056096,5.0047648331073775
536,rz,0.0012072098867541609,6.438495860748486
